run_id,method_family,seed_value,corruption_fraction,confidence,n_targeted_forbidden_edges,mean_abs_w_targeted_forbidden_edges,fraction_targeted_forbidden_above_threshold,mean_abs_w_non_targeted_edges,edge_count_from_thresholded_adjacency
soft_frobenius__main_evaluation__seed506__cfg7bc020509588,soft_frobenius,506,0.0,0.5,10,0.026214371830120663,0.0,0.08435258253961206,8
soft_frobenius__main_evaluation__seed506__cfg84593c0bb1ce,soft_frobenius,506,0.0,0.75,10,0.02314090994846447,0.0,0.08461375315389354,8
soft_frobenius__main_evaluation__seed506__cfg871102ac206b,soft_frobenius,506,0.4,0.75,10,0.11021297062665333,0.2,0.07058199613232079,9
soft_frobenius__main_evaluation__seed506__cfg929ae133d42c,soft_frobenius,506,0.0,0.0,10,0.035844876430862496,0.1,0.0835448666519413,9
soft_frobenius__main_evaluation__seed506__cfg9c313a64c348,soft_frobenius,506,0.4,0.0,10,0.1606696121579483,0.2,0.06794177468605557,9
soft_frobenius__main_evaluation__seed506__cfg9ca41de4509b,soft_frobenius,506,0.2,0.5,10,0.09734399743644477,0.1,0.07367115021471121,8
soft_frobenius__main_evaluation__seed506__cfgb58a1d5bdb9c,soft_frobenius,506,0.8,0.5,10,0.1286566588926062,0.2,0.0693351496524898,9
soft_frobenius__main_evaluation__seed506__cfgc60dc54e2722,soft_frobenius,506,0.8,0.75,10,0.1103262100390217,0.2,0.07110583621783981,9
soft_frobenius__main_evaluation__seed506__cfgce10e1009c43,soft_frobenius,506,0.2,0.25,10,0.1079131622587139,0.2,0.0733218415015145,9
soft_frobenius__main_evaluation__seed506__cfgd41a04de4c9b,soft_frobenius,506,0.4,0.25,10,0.1435844294670046,0.2,0.06841910499259103,9
soft_frobenius__main_evaluation__seed506__cfgf034029a4bc3,soft_frobenius,506,0.6,0.5,10,0.030992737162597574,0.0,0.08366884814718853,8
soft_frobenius__main_evaluation__seed506__cfgfc365287e117,soft_frobenius,506,0.8,1.0,10,0.09520143204997261,0.2,0.07272528322503695,9
soft_frobenius__main_evaluation__seed507__cfg01d5f4dbb497,soft_frobenius,507,0.0,1.0,10,0.0051908074905161845,0.0,0.10696823025007503,13
soft_frobenius__main_evaluation__seed507__cfg029dada537b8,soft_frobenius,507,0.2,0.5,10,0.03544069206635304,0.1,0.10307274809339562,14
soft_frobenius__main_evaluation__seed507__cfg0456befac6b4,soft_frobenius,507,0.2,0.0,10,0.04552093099517184,0.1,0.10182765499984751,14
soft_frobenius__main_evaluation__seed507__cfg1a402fbfbc61,soft_frobenius,507,0.6,1.0,10,0.041800225524448,0.1,0.10072792911162573,13
soft_frobenius__main_evaluation__seed507__cfg20bc9394f5b6,soft_frobenius,507,0.0,0.25,10,0.01581364456551218,0.0,0.10554092173263845,13
soft_frobenius__main_evaluation__seed507__cfg210cfcca5044,soft_frobenius,507,0.4,0.0,10,0.040624985339680786,0.1,0.10243964820678389,14
soft_frobenius__main_evaluation__seed507__cfg2f62fa59df66,soft_frobenius,507,0.2,1.0,10,0.028975148663381512,0.0,0.10385586001589972,13
soft_frobenius__main_evaluation__seed507__cfg37972cbd12af,soft_frobenius,507,0.6,0.0,10,0.10666343049328575,0.2,0.09418484256258326,14
soft_frobenius__main_evaluation__seed507__cfg44c639728acb,soft_frobenius,507,0.8,1.0,10,0.152980164003351,0.3,0.08120035228419527,13
soft_frobenius__main_evaluation__seed507__cfg55694fd0c033,soft_frobenius,507,0.4,0.5,10,0.015905589217740806,0.0,0.10524217944635075,13
soft_frobenius__main_evaluation__seed507__cfg76d4ae6a53e1,soft_frobenius,507,0.2,0.75,10,0.03188149930828725,0.1,0.10350313435943412,14
soft_frobenius__main_evaluation__seed507__cfg76e597556770,soft_frobenius,507,0.2,0.25,10,0.03989210664134364,0.1,0.10252618139706322,14
soft_frobenius__main_evaluation__seed507__cfg81a56e23e231,soft_frobenius,507,0.8,0.0,10,0.248711321033744,0.4,0.076428856245026,14
soft_frobenius__main_evaluation__seed507__cfg8595b9ed6447,soft_frobenius,507,0.0,0.75,10,0.006648779997525392,0.0,0.10675173215106697,13
soft_frobenius__main_evaluation__seed507__cfg8e58304b019d,soft_frobenius,507,0.0,0.5,10,0.00931747300539348,0.0,0.10640085474437448,13
soft_frobenius__main_evaluation__seed507__cfg9f3d1a2947d4,soft_frobenius,507,0.4,0.75,10,0.01113729999613454,0.0,0.10594137642265493,13
soft_frobenius__main_evaluation__seed507__cfgb28dd68c8477,soft_frobenius,507,0.4,0.25,10,0.027889566305928253,0.0,0.10350675247808223,13
soft_frobenius__main_evaluation__seed507__cfgbf764a49e977,soft_frobenius,507,0.6,0.5,10,0.061812311618120896,0.1,0.09837447354159148,13
soft_frobenius__main_evaluation__seed507__cfgbfa3fa560db4,soft_frobenius,507,0.6,0.25,10,0.08434142925551205,0.1,0.0955832375069813,13
soft_frobenius__main_evaluation__seed507__cfgca309a15eeb6,soft_frobenius,507,0.8,0.75,10,0.16988123382750103,0.4,0.08017059493984185,14
soft_frobenius__main_evaluation__seed507__cfgd71f113c25d3,soft_frobenius,507,0.8,0.25,10,0.21905783118070038,0.4,0.07718915988013722,14
soft_frobenius__main_evaluation__seed507__cfgd8ee77be0779,soft_frobenius,507,0.0,0.0,10,0.03545342139844794,0.1,0.103086093699438,14
soft_frobenius__main_evaluation__seed507__cfge7d6bc64340e,soft_frobenius,507,0.6,0.75,10,0.049882947314867025,0.1,0.09977000554093814,13
soft_frobenius__main_evaluation__seed507__cfgf62db42018e4,soft_frobenius,507,0.4,1.0,10,0.0085709113783072,0.0,0.10630709871880854,13
soft_frobenius__main_evaluation__seed507__cfgf999ec593cd3,soft_frobenius,507,0.8,0.5,10,0.1908998254022622,0.4,0.07891172931424148,14
