method_family,corruption_fraction,confidence,intervention_id,target_node,value_raw,n,mean_mmd,std_mmd,median_mmd,min_mmd,max_mmd
hard_exclusion,0.8,,do_X4_neg2,4,-2.0,7,0.12022156166900032,0.08231852257107258,0.08909524889715942,0.031221018185024096,0.2683646760287704
hard_exclusion,0.8,,do_X4_pos2,4,2.0,7,0.1219471581665275,0.08525491604217837,0.08920935165183708,0.04259061923547558,0.2707273998310572
hard_exclusion,0.8,,do_X5_neg2,5,-2.0,7,0.2111543676028656,0.24778149231279287,0.09191969285579465,0.03505374602947908,0.5890845855724384
hard_exclusion,0.8,,do_X5_pos2,5,2.0,7,0.2094437281711077,0.2337414703260939,0.08106062327877378,0.04357994931530662,0.5695858532359022
hard_exclusion,0.8,,do_X6_neg2,6,-2.0,7,0.22882893325100612,0.21647755783799186,0.15651609763668767,0.009659285037917853,0.588722190733304
hard_exclusion,0.8,,do_X6_pos2,6,2.0,7,0.23878303627298458,0.20901962294894394,0.1646234701578001,0.011993630245203002,0.5567865327285348
hard_exclusion,0.8,,do_X7_neg2,7,-2.0,7,0.11492297534874497,0.06327075956293664,0.10168438132728175,0.029375247557141715,0.21052885507942903
hard_exclusion,0.8,,do_X7_pos2,7,2.0,7,0.11919796892599337,0.07614011639887652,0.09393799375268314,0.02960045262050215,0.2584654375123674
hard_exclusion,0.8,,do_X8_neg2,8,-2.0,7,0.09235550781903032,0.056784242321714654,0.09126664960501063,0.013892164408138508,0.18709635474323255
hard_exclusion,0.8,,do_X8_pos2,8,2.0,7,0.08541243540507135,0.05337921925541385,0.08043273791688699,0.010883803222210275,0.1770217776094054
hard_exclusion,0.8,,do_X9_neg2,9,-2.0,7,0.06969122078652112,0.06462290128043793,0.061972348905654284,0.009645282699227375,0.2014640972031248
hard_exclusion,0.8,,do_X9_pos2,9,2.0,7,0.07517889995469577,0.07019595731750175,0.056537404436708794,0.009762494306398639,0.211094900279109
matched_l1,,,do_X0_neg2,0,-2.0,7,0.05594069930821539,0.06338449648155135,0.016550977561165414,0.005060153524403199,0.17134759902621477
matched_l1,,,do_X0_pos2,0,2.0,7,0.05695894088685521,0.07065519240573015,0.013611510423148288,0.006337362608691444,0.19852497368019478
matched_l1,,,do_X1_neg2,1,-2.0,7,0.07873978106456254,0.0847299601581783,0.06092999265283516,0.01194479904136203,0.25941098936960033
matched_l1,,,do_X1_pos2,1,2.0,7,0.07801220403296097,0.09221273355206484,0.06445486153480257,0.005335453515035171,0.27547816652416857
matched_l1,,,do_X2_neg2,2,-2.0,7,0.05780957227018516,0.04952453880360655,0.061174843411948676,0.006585098166511039,0.13428897694216219
matched_l1,,,do_X2_pos2,2,2.0,7,0.061046207646412484,0.05423594662748239,0.05995367739291718,0.009213575359949988,0.14847065071994642
matched_l1,,,do_X3_neg2,3,-2.0,7,0.14551783793059817,0.19009042134892898,0.09080505072090256,0.03521740162632109,0.5702398142481446
matched_l1,,,do_X3_pos2,3,2.0,7,0.13897755395034275,0.1791523485811305,0.0713811947181408,0.03630397260062995,0.5381666779169314
matched_l1,,,do_X4_neg2,4,-2.0,7,0.12993002782837204,0.09240825520585216,0.07837473354650731,0.03304932858261861,0.24719950206741342
matched_l1,,,do_X4_pos2,4,2.0,7,0.12922140628853845,0.09192806900067096,0.0846929003211419,0.036573824103386665,0.2520014928873187
matched_l1,,,do_X5_neg2,5,-2.0,7,0.23085960170738917,0.25363994040544713,0.10589203598475899,0.01561283789393142,0.5809484930197226
matched_l1,,,do_X5_pos2,5,2.0,7,0.23686444682971078,0.2538783576296968,0.10180138219476736,0.019390003731193872,0.597427872521245
matched_l1,,,do_X6_neg2,6,-2.0,7,0.2614613323896841,0.2522826849030997,0.22232726896177646,0.03948954146548478,0.6436951135283709
matched_l1,,,do_X6_pos2,6,2.0,7,0.25681617453819205,0.22851595365357577,0.2432559681585137,0.04673198004546614,0.6023127716216845
matched_l1,,,do_X7_neg2,7,-2.0,7,0.0941980526975869,0.07670242794705513,0.08759476487801038,0.007642754339354185,0.23591122968597678
